,Unnamed: 0,Word,Meaning
22575,35937,re,A syllable applied in solmization to the second tone of the diatonic scale of C
22576,35938,reabsorb,To absorb again
22577,35939,reabsorption,The act or process of reabsorbing.
22578,35940,reaccess,A second access or approach
22579,35941,reaccuse,To accuse again.
22580,35942,reach,To retch.
22581,35944,reached,of Reach
22582,35946,reaching,of Reach
22583,35967,reachable,Being within reach.
22584,35968,reacher,One who reaches.
22585,35970,reachless,Being beyond reach
22586,35971,react,To act or perform a second time
22587,35974,reaction,Any action in resisting other action or force
22588,35979,reactionary,"Being, causing, or favoring reaction"
22589,35980,reactionaries,of Reactionary
22590,35982,reactionist,A reactionary.
22591,35983,reactive,Having power to react
22592,35984,read,Rennet. See 3d Reed.
22593,35986,reading,of Read
22594,36005,readability,The state of being readable
22595,36006,readable,Such as can be read
22596,36007,readdress,To address a second time
22597,36008,readept,To regain
22598,36009,readeption,A regaining
22599,36010,reader,One who reads.
22600,36017,readership,The office of reader.
22601,36018,readily,In a ready manner
22602,36020,readiness,The state or quality of being ready
22603,36029,readjourn,To adjourn a second time
22604,36030,readjournment,The act of readjourning
22605,36031,readjust,To adjust or settle again
22606,36032,readjuster,"One who, or that which, readjusts"
22607,36033,readjustment,A second adjustment
22608,36034,readmission,"The act of admitting again, or the state of being readmitted"
22609,36035,readmit,To admit again
22610,36036,readmittance,Allowance to enter again
22611,36037,readopt,To adopt again.
22612,36038,readorn,To adorn again or anew.
22613,36039,readvance,To advance again.
22614,36040,readvertency,"The act of adverting to again, or of reviewing."
22615,36041,ready,Prepared for what one is about to do or experience
22616,36051,ready-made,"Made already, or beforehand, in anticipation of need"
22617,36052,ready-witted,Having ready wit.
22618,36053,reaffirm,To affirm again.
22619,36054,reaffirmance,Alt. of Reaffirmation
22620,36055,reaffirmation,A second affirmation.
22621,36056,reafforest,"To convert again into a forest, as a region of country."
22622,36057,reafforestation,The act or process of converting again into a forest.
22623,36058,reagent,"A substance capable of producing with another a reaction, especially when employed to detect the presence of other bodies"
22624,36059,reaggravation,"The last monitory, published after three admonitions and before the last excommunication."
22625,36060,reagree,To agree again.
22626,36061,reak,A rush.
22627,36063,real,A small Spanish silver coin
22628,36071,realgar,"Arsenic sulphide, a mineral of a brilliant red color"
22629,36072,realism,"As opposed to nominalism, the doctrine that genera and species are real things or entities, existing independently of our conceptions. According to realism the Universal exists ante rem (Plato), or in re (Aristotle)."
22630,36075,realist,One who believes in realism
22631,36077,realistic,Of or pertaining to the realists
22632,36078,realistically,In a realistic manner.
22633,36079,realities,of Reality
22634,36080,reality,The state or quality of being real
22635,36084,realizable,Capable of being realized.
22636,36085,realization,"The act of realizing, or the state of being realized."
22637,36086,realized,of Realize
22638,36087,realizing,of Realize
22639,36088,realize,To make real
22640,36094,realizer,One who realizes.
22641,36096,reallege,To allege again.
22642,36097,realliance,A renewed alliance.
22643,36098,re-ally,To bring together again
22644,36099,really,Royally.
22645,36101,realm,A royal jurisdiction or domain
22646,36103,realmless,Destitute of a realm.
22647,36104,realness,The quality or condition of being real
22648,36105,realty,Royalty.
22649,36110,ream,Cream
22650,36114,reamed,of Ream
22651,36115,reaming,of Ream
22652,36117,reame,Realm.
22653,36118,reamer,"One who, or that which, reams"
22654,36119,reamputation,The second of two amputations performed upon the same member.
22655,36120,reanimate,To animate anew
22656,36121,reanimation,"The act or operation of reanimating, or the state of being reanimated"
22657,36122,reannex,To annex again or anew
22658,36123,reannexation,Act of reannexing.
22659,36124,reanswer,To answer in return
22660,36125,reaped,of Reap
22661,36126,reaping,of Reap
22662,36127,reap,"To cut with a sickle, scythe, or reaping machine, as grain"
22663,36133,reaper,One who reaps.
22664,36135,reapparel,To clothe again.
22665,36136,reappear,To appear again.
22666,36137,reappearance,A second or new appearance
22667,36138,reapplication,"The act of reapplying, or the state of being reapplied."
22668,36139,reapply,To apply again.
22669,36140,reappoint,To appoint again.
22670,36141,reappointment,"The act of reappointing, or the state of being reappointed."
22671,36142,reapportion,To apportion again.
22672,36143,reapportionment,A second or a new apportionment.
22673,36144,reapproach,To approach again or anew.
22674,36145,rear,Early
22675,36150,reared,of Rear
22676,36151,rearing,of Rear
22677,36159,reardorse,Alt. of Reardoss
22678,36160,reardoss,A reredos.
22679,36161,rearer,"One who, or that which, rears."
22680,36162,reargue,To argue anew or again.
22681,36163,reargument,"An arguing over again, as of a motion made in court."
22682,36164,rear-horse,A mantis.
22683,36165,rearly,Early.
22684,36166,rearmost,Farthest in the rear
22685,36167,rearmouse,Alt. of Reremouse
22686,36168,reremouse,The leather-winged bat (Vespertilio murinus).
22687,36169,rearrange,To arrange again
22688,36170,rearrangement,"The act of rearranging, or the state of being rearranged."
22689,36171,rearward,The last troop
22690,36173,reascend,"To rise, mount, or climb again."
22691,36175,reascension,The act of reascending
22692,36176,reascent,A returning ascent or ascension
22693,36177,reason,A thought or a consideration offered in support of a determination or an opinion
22694,36181,reasoned,of Reason
22695,36182,reasoning,of Reason
22696,36191,reasonable,Having the faculty of reason
22697,36195,reasonableness,Quality of being reasonable.
22698,36196,reasonably,In a reasonable manner.
22699,36198,reasoner,One who reasons or argues
22700,36201,reasonist,A rationalist.
22701,36202,reasonless,Destitute of reason
22702,36204,reassemblage,Assemblage a second time or again.
22703,36205,reassemble,To assemble again.
22704,36206,reassert,To assert again or anew
22705,36207,reassertion,A second or renewed assertion of the same thing.
22706,36208,reassessment,A renewed or second assessment.
22707,36209,reassign,To assign back or again
22708,36210,reassignment,The act of reassigning.
22709,36211,reassimilate,To assimilate again.
22710,36212,reassociate,To associate again
22711,36213,reassume,To assume again or anew
22712,36214,reassurance,Assurance or confirmation renewed or repeated.
22713,36216,reassure,To assure anew
22714,36218,reassurer,One who reassures.
22715,36219,reasty,Rusty and rancid
22716,36220,reata,A lariat.
22717,36221,reattach,To attach again.
22718,36222,reattachment,The act of reattaching
22719,36223,reattain,To attain again.
22720,36224,reattainment,The act of reattaining.
22721,36225,reattempt,To attempt again.
22722,36226,reaume,Realm.
22723,36227,reaumur,Of or pertaining to Rene Antoine Ferchault de Reaumur
22724,36229,reaved,of Reave
22725,36230,reft,of Reave
22726,36232,reaving,of Reave
22727,36233,reave,To take away by violence or by stealth
22728,36234,reaver,One who reaves.
22729,36235,reawake,To awake again.
22730,36236,rebanish,To banish again.
22731,36237,rebaptism,A second baptism.
22732,36238,rebaptization,A second baptism.
22733,36239,rebaptize,To baptize again or a second time.
22734,36240,rebaptizer,One who rebaptizes.
22735,36241,rebarbarize,To reduce again to barbarism.
22736,36242,rebate,To beat to obtuseness
22737,36252,rebatement,Same as 3d Rebate.
22738,36253,rebato,Same as Rabato.
22739,36254,rebec,"An instrument formerly used which somewhat resembled the violin, having three strings, and being played with a bow."
22740,36256,rebel,Pertaining to rebels or rebellion
22741,36258,rebelled,of Rebel
22742,36259,rebelling,of Rebel
22743,36262,rebeldom,A region infested by rebels
22744,36263,rebeller,One who rebels
22745,36264,rebellion,The act of rebelling
22746,36266,rebellious,Engaged in rebellion
22747,36267,rebellow,To bellow again
22748,36268,rebiting,The act or process of deepening worn lines in an etched plate by submitting it again to the action of acid.
22749,36269,rebloom,To bloom again.
22750,36270,reblossom,To blossom again.
22751,36271,reboant,Rebellowing
22752,36272,reboation,Repetition of a bellow.
22753,36273,reboil,"To boil, or to cause to boil, again."
22754,36275,reborn,Born again.
22755,36276,rebound,To spring back
22756,36281,rebrace,To brace again.
22757,36282,rebreathe,To breathe again.
22758,36283,rebucous,Rebuking.
22759,36284,rebuff,"Repercussion, or beating back"
22760,36286,rebuffed,of Rebuff
22761,36287,rebuffing,of Rebuff
22762,36289,rebuild,"To build again, as something which has been demolished"
22763,36290,rebuilder,One who rebuilds.
22764,36291,rebukable,Worthy of rebuke or reprehension
22765,36292,rebuked,of Rebuke
22766,36293,rebuking,of Rebuke
22767,36294,rebuke,"To check, silence, or put down, with reproof"
22768,36297,rebukeful,Containing rebuke
22769,36298,rebuker,One who rebukes.
22770,36299,rebukingly,By way of rebuke.
22771,36300,rebullition,The act of boiling up or effervescing.
22772,36301,rebury,To bury again.
22773,36302,rebuses,of Rebus
22774,36303,rebus,"A mode of expressing words and phrases by pictures of objects whose names resemble those words, or the syllables of which they are composed"
22775,36306,rebutted,of Rebut
22776,36307,rebutting,of Rebut
22777,36308,rebut,To drive or beat back
22778,36312,rebuttable,Capable of being rebutted.
22779,36313,rebuttal,The giving of evidence on the part of a plaintiff to destroy the effect of evidence introduced by the defendant in the same suit.
22780,36314,rebutter,The answer of a defendant in matter of fact to a plaintiff's surrejoinder.
22781,36315,recadency,A falling back or descending a second time
22782,36316,recalcitrant,Kicking back
22783,36317,recalcitrate,To kick against
22784,36319,recalcitration,A kicking back again
22785,36320,recall,To call back
22786,36325,recallable,Capable of being recalled.
22787,36326,recallment,Recall.
22788,36327,recanted,of Recant
22789,36328,recanting,of Recant
22790,36329,recant,To withdraw or repudiate formally and publicly (opinions formerly expressed)
22791,36331,recantation,The act of recanting
22792,36332,recanter,One who recants.
22793,36333,recapacitate,To qualify again
22794,36334,recapitulate,"To repeat, as the principal points in a discourse, argument, or essay"
22795,36336,recapitulation,The act of recapitulating
22796,36337,recapitulator,One who recapitulates.
22797,36338,recapitulatory,Of the nature of a recapitulation
22798,36339,recapper,A tool used for applying a fresh percussion cap or primer to a cartridge shell in reloading it.
22799,36340,recaption,"The act of retaking, as of one who has escaped after arrest"
22800,36341,recaptor,One who recaptures
22801,36342,recapture,The act of retaking or recovering by capture
22802,36345,recarbonize,To restore carbon to
22803,36346,recarnify,To convert again into flesh.
22804,36347,recarriage,Act of carrying back.
22805,36348,recarry,To carry back.
22806,36349,recast,To throw again.
22807,36352,recche,To reck.
22808,36353,reccheles,Reckless.
22809,36354,receded,of Recede
22810,36355,receding,of Recede
22811,36356,recede,To move back
22812,36359,receipt,The act of receiving
22813,36367,receipted,of Receipt
22814,36368,receipting,of Receipt
22815,36372,receiptment,"The receiving or harboring a felon knowingly, after the commission of a felony."
22816,36373,receiptor,One who receipts
22817,36374,receit,Receipt.
22818,36375,receivability,The quality of being receivable
22819,36376,receivable,Capable of being received.
22820,36377,received,of Receive
22821,36378,receiving,of Receive
22822,36379,receive,"To take, as something that is offered, given, committed, sent, paid, or the like"
22823,36389,receivedness,"The state or quality of being received, accepted, or current"
22824,36390,receiver,One who takes or receives in any manner.
22825,36399,receivership,The state or office of a receiver.
22826,36400,recelebrate,"To celebrate again, or anew."
22827,36401,recency,The state or quality of being recent
22828,36402,recense,To review
22829,36403,recension,The act of reviewing or revising
22830,36406,recensionist,One who makes recensions
